name,type,industry,revenue,hq_location,num_employees,founded,website,student_careers_url,index_name,stock_symbol,stock price
Apple,,,-1,,-1,-1,,https://www.apple.com/jobs/us/students.html,Apple,NA,-1.0
KLA,,,-1,,-1,-1,,https://www.kla-tencor.com/careers,KLA,NA,-1.0
Delta Air Lines,,,47007100000,,91000,1925,delta.com,https://propel.delta.com/content/propel/en_US/collegepath.html,Delta Air Lines,NA,-1.0
Ares Management Corporation,Public,Asset Management,1765000000,,1200,1997,,https://www.aresmgmt.com/about-ares-management-corporation/who-we-are/careers-at-ares,Ares Capital,ARES,44.52000045776367
Public Service Enterprise Group Incorporated,Public,Utilities,9968000000,,12945,-1,pseg.com,https://jobs.pseg.com/,Public Service Enterprise Group,PEG,58.790000915527344
S&P Global Inc.,Public,Financial services,6036000000,,17000,-1,,https://careers.spglobal.com/,S&P Global,SPGI,355.989990234375
NiSource Inc.,Public,Public utility,5211000000,,0,1912,nisource.com,https://www.nisource.com/careers,NiSource,NI,23.649999618530273
AbbVie Inc.,Public,Biopharmaceutical,33266000000,,30000,-1,,https://www.abbvie.com/careers.html,AbbVie,ABBV,93.69000244140625
AmerisourceBergen Corporation,Public,Pharmaceutical,179580000000,,22000,-1,,https://www.amerisourcebergen.com/careers-home,AmerisourceBergen,ABC,105.41999816894531
"New York Community Bancorp, Inc.",Public company,Commercial bank,-1,"Westbury, New York United States USA",3096,-1,,https://www.mynycb.com/Careers/Pages/Careers.aspx,New York Community Bancorp,NYCB,8.0600004196167
Core-Mark Holding Company,Public,,-1,,8413,-1,,https://careers.core-mark.com/,Core-Mark Holding,CORE,31.290000915527344
UnitedHealth Group Incorporated,Public company,Managed health care,242155000000,,320000,-1,unitedhealthgroup.com,https://careers.unitedhealthgroup.com/early-careers,UnitedHealth Group,UNH,354.3999938964844
"Mohawk Industries, Inc",Public,"Conglomerate,Conglomerate",10000000000,,42100,-1,http://www.mohawkind.com,https://careers.mohawkind.com/,Mohawk Industries,MHK,122.16999816894531
Northern Trust Corporation,Public company,Financial services,5960000000,,18800,-1,,https://www.northerntrust.com/united-states/about-us/careers,Northern Trust,NTRS,81.58000183105469
Abbott Laboratories,Public,"Healthcare industry,Health care,Medical devices,Pharmaceutical industry,Pharmaceutical",31904000000,,107000,-1,,https://www.abbott.com/careers/students.html,Abbott Laboratories,ABT,113.52999877929688
Masco Corporation,Public,,-1,,26000,-1,masco.com,https://www.masconomet.org/Page/244,Masco,MAS,57.66999816894531
"Vertex Pharmaceuticals, Inc.",Public,"Pharmaceuticals,Biotherapy,Biotherapeutics",3040000000,,3000,-1,,https://www.vrtx.com/working-here,Vertex Pharmaceuticals,AERI,10.729999542236328
Bank of America Corporation,Public,"Investment bank,financial services",91240000000,"Charlotte, North Carolina Corporate New York City New York New York (state) NY Investment banking",208000,-1,,https://campus.bankofamerica.com/,Bank of America,ACAMU,10.399999618530273
"Conagra Brands, Inc.",Public,Food processing,7827000000,,16500,-1,,https://careers.conagrabrands.com/,Conagra Brands,CAG,36.15999984741211
"Caesars Entertainment, Inc.",Public,"Gambling,Gaming,Hospitality industry,hospitality",-1,"Reno, Nevada Reno Nevada United States U.S.",18700,-1,,https://careers.caesars.com/students/,Caesars Entertainment,AAN,57.34000015258789
Duke Energy Corporation,Public,Energy,22740000000,,28798,-1,,https://www.duke-energy.com/our-company/careers,Duke Energy,DUK,94.22000122070312
CME Group Inc.,Public,Financial Services,4870000000,,4500,-1,,https://www.cmegroup.com/careers.html,CME Group,CME,150.4499969482422
The Southern Company,Public,"Energy industry,Energy,Telecommunication,Telecom",23500000000,,29000,1945,southerncompany.com,https://www.southerncompany.com/student-programs.html,Southern Company,SO,60.16999816894531
"Gilead Sciences, Inc.",Public,"Pharmaceutics,Biotechnology",22450000000,"Foster City, California",0,1987,,https://gilead.avature.net/careers/CurrentOpportunities,Gilead Sciences,GILD,59.630001068115234
SBA Communications Corporation,Public,Real Estate Investment Trust,-1,,-1,-1,http://www.sbasite.com,https://www.sbasite.com/English/careers/connect-with-us/default.aspx,SBA Communications,TCCO,3.4600000381469727
Realty Income,Public company,Real estate investment trust,1491000000,"San Diego, California",194,-1,,https://www.realtyincome.com/careers/default.aspx,Realty Income,O,58.0
Otis Worldwide Corporation,Public,Vertical transport systems,13113000000,,69000,-1,otis.com,https://www.otis.com/en/us/careers/,Otis Worldwide,OTIS,62.630001068115234
Dell Technologies Inc.,Public,"Computer hardware,cloud computing",92150000000,"One Dell Way, Round Rock, Texas",165000,-1,delltechnologies.com,https://jobs.dell.com/,Dell Technologies,DELL,64.51000213623047
'''AECOM''',Public company,Professional services,18000000000,,87000,-1,,https://aecom.com/careers/who-we-hire-2/graduate-path/,AECOM Technology,ACM,46.36000061035156
Lam Research Corporation,Public,Semiconductor,9650000000,,10700,-1,,https://www.lamresearch.com/careers/university-programs/,Lam Research,LRCX,399.7099914550781
Centene Corporation,Public,Healthcare,74639000000,,56600,-1,,https://jobs.centene.com/us/en/students,Centene,CNC,67.87999725341797
Laboratory Corporation    of America Holdings,Public,Health care,11333400000,,61000,-1,,https://jobs.labcorp.com/,LabCorp,LH,214.4199981689453
"Alexion Pharmaceuticals, Inc.",Public,"Pharmaceutical industry,Pharmaceutical",3551100000,,0,1992,www.alxn.com,https://alexion.com/your-career/career-opportunities,Alexion Pharmaceuticals,ALXN,125.44000244140625
Equity Residential,Public company,Apartments,2701000000,"Riverside Plaza (Chicago) Riverside Plaza Chicago, Illinois",2700,-1,,https://www.equityapartments.com/,Equity Residential,EQR,52.060001373291016
"CarMax, Inc.",Public,New and used car retailer,17120000000,,25000,-1,carmax.com,https://careers.carmax.com/,CarMax,KMX,93.31999969482422
"United Rentals, Inc.",Public,,8050000000,,18800,-1,,https://jobs.unitedrentals.com/,United Rentals,URI,188.47000122070312
MSCI Inc.,Public,,1270000000,,3300,-1,,https://careers.msci.com/,MSCI,MSCI,417.7300109863281
Zoetis Inc.,Public,"Pharmaceutical industry,Pharmaceutical",5307000000,,9200,-1,http://www.zoetis.com/,https://careers.zoetis.com/join-us/opportunities-for-students.aspx,Zoetis,ZTS,170.89999389648438
Vornado Realty Trust,Public company,Real estate investment trust,1924000000,,4008,-1,https://www.vno.com/,https://www.vno.com/careers/overview,Vornado Realty,VNO,31.850000381469727
CSX,,,-1,,-1,-1,csx.com,https://www.csx.com/index.cfm/working-at-csx/job-overviews/internship-programs/,CSX,NA,-1.0
"Motorola Solutions, Inc.",Public,Telecommunications equipment,7890000000,,18000,-1,,https://www.motorolasolutions.com/en_us/about/careers.html,Motorola Solutions,MSI,160.85000610351562
"Analog Devices, Inc.",Public,Semiconductors,6200000000,,15300,-1,https://www.analog.com,https://www.analog.com/en/about-adi/careers/students-and-graduates.html,Analog Devices,ADI,130.39999389648438
"Regeneron Pharmaceuticals, Inc.",Public,"Pharmaceutical company,Pharmaceuticals,Biotech company,Biotech",7860000000,,8100,-1,,https://careers.regeneron.com/,Regeneron Pharmaceuticals,REGN,588.8099975585938
Archer-Daniels-Midland Company,Public,"Food processing,Commodities",64656000000,,38100,-1,adm.com,https://www.adm.com/careers,Archer Daniels Midland,ADM,47.90999984741211
"Hologic, Inc.",Public,Medical devices,-1,,6478,1985,hologic.com,https://www.hologic.com/careers,Hologic,HOLX,76.66999816894531
Alnylam Pharmaceuticals Inc.,Public,"Pharmaceutical industry,Pharmaceutical",219750000,,1323,-1,,https://www.alnylam.com/careers/,Alnylam Pharmaceuticals,ALNY,137.86000061035156
"Automatic Data Processing, Inc.",Public company,"Business service provider,Business services",14600000000,,0,-1,,https://jobs.adp.com/university/,Automatic Data Processing,ADP,162.7100067138672
News Corporation,Public company,Mass media,10070000000,,28000,-1,newscorp.com,https://newscorp.com/careers/,News Corp,L,37.88999938964844
Invesco Ltd.,Public,Financial services,6117400000,,8900,-1,,https://careers.invesco.com/,Invesco,IVZ,14.430000305175781
"Cisco Systems, Inc.",Public,"Networking hardware,Networking software",51901000000,,75900,1984,cisco.com,https://www.cisco.com/c/en/us/about/careers/working-at-cisco/students-and-new-graduate-programs.html,Cisco Systems,CSCO,37.22999954223633
"Republic Services, Inc.",Public,Waste management,9400000000,,35000,-1,[http://www.republicservices.com RepublicServices.com],https://republicservices.jobs/,Republic Services,RSG,95.51000213623047
Capital One Financial Corporation,Public,Financial services,28076000000,"Capital One Tower (Virginia) Capital One Tower McLean, Virginia",48800,-1,,https://www.capitalonecareers.com/,Capital One Financial,COF,78.69999694824219
Ameren Corporation,Public,Utilities,6080000000,,8615,-1,,https://www.ameren.com/company/careers/internships-and-co-ops,Ameren,AEE,82.47000122070312
F.N.B. Corporation,Public,"Banking,Financial services,Investment,Investment services",-1,,4300,1864,,https://www.fnb-online.com/about-us/careers,F.N.B.,FNB,7.71999979019165
Nucor Corporation,Public,Steel,22588000000,"Charlotte, North Carolina United States",26800,-1,,http://nucor.com/career-paths/,Nucor,NUE,48.79999923706055
Norwegian Cruise Line Holdings Ltd.,Public,Tourism,-1,,33200,-1,,https://www.ncl.com/about/careers/overview,Norwegian Cruise Line Holdings,NCLH,17.25
Lincoln National Corporation,Public,"Insurance,Asset management",16399999999,,9047,-1,,https://jobs.lincolnfinancial.com/content/students-and-recent-grads/?audience_page_id=1422918942386,Lincoln National,LNC,35.900001525878906
"American Financial Group, Inc.",Public,Financial services,4750000000,,7600,-1,,https://www.greatamericaninsurancegroup.com/careers,American Financial Group,AFG,78.02999877929688
Truist Financial Corporation,Public,Financial services,11651100000,"Truist Center Charlotte, North Carolina",37000,-1,truist.com,https://careers.truist.com/,Truist Financial,TFC,44.93000030517578
IDEX Corporation,Public,Manufacturing,2484100000,,0,-1,idexcorp.com,https://www.idexcorp.com/careers/collegiate-opportunities/,IDEX,IEX,177.77000427246094
Aflac Incorporated,Public,"Financial services,Insurance",22300000000,,0,-1,aflac.com,https://www.aflac.com/careers/university-relations/aflac-internship-program.aspx,Aflac,AFL,37.20000076293945
Cigna Corporation,Public,Managed health care,153616000000,,73800,-1,cigna.com,https://jobs.cigna.com/us/en/undergraduates,Cigna,CI,214.16000366210938
ResMed Inc.,Public,Medical,3000000000,,7500,-1,,https://careers.resmed.com/,ResMed,RMD,212.80999755859375
Snap-on Incorporated,Public,Manufacturing,3430000000,,12600,-1,,https://www.snapon.com/EN/Careers,Snap-on,SNA,161.7100067138672
The Clorox Company,Public company,"Household goods,Consumer household products",6200000000,Clorox Building,0,1913,thecloroxcompany.com,https://www.thecloroxcompany.com/careers/interns-recent-grads/,Clorox,CLX,212.97999572753906
Amgen Inc.,Public,Biotechnology,23362100000,,22000,-1,amgen.com,https://careers.amgen.com/students-and-graduates,Amgen,AMGN,231.97000122070312
McDonald's Corporation,Public,Restaurant,21076100000,,210000,-1,[https://www.mcdonalds.com/us/en-us.html www.mcdonalds.com]<br> {{URL,https://careers.mcdonalds.com/main/,McDonald's,MCD,216.30999755859375
"C.H. Robinson Worldwide, Inc.",Public,"Transportation,Logistics",16629999999,,0,-1,,https://jobs.chrobinson.com/,C.H. Robinson,CHRW,88.80000305175781
Walmart Inc.,Public,Retail,523964000000,,0,-1,,https://careers.walmart.com/student,Walmart,WMT,143.47000122070312
"Kinder Morgan, Inc.",Public,"Oil and gas industry,Oil and gas",13705000000,,11012,-1,,https://www.kindermorgan.com/Careers/Working-at-Kinder-Morgan,Kinder Morgan,KMI,11.899999618530273
"D.R. Horton, Inc.",Public company,Home construction,14091000000,"Arlington, Texas",7735,-1,http://www.drhorton.com/,https://www.drhorton.com/internships,D.R. Horton,DHI,72.91000366210938
E*TRADE Financial Corporation,Subsidiary,Financial services,-1,"Arlington County, Virginia Arlington Virginia",-1,1982,etrade.com,https://www.etradecareers.com/,E-Trade Financial,NA,-1.0
Pacific Gas and Electric Company,Public,"Electricity,Natural gas",17140000000,,0,-1,,https://www.pge.com/about/careers/college/opportunities/,PG&E,AEFC,26.549999237060547
Booking Holdings Inc.,Public,"Travel,Technology",15066100000,,26400,-1,bookingholdings.com,https://www.bookingholdings.com/careers/careers/,Booking Holdings,BKNG,1768.31005859375
Raytheon Technologies Corporation,Public,"Aerospace manufacturer,Aerospace,arms industry,defense,electronics industry,electronics,information security",97750000000,,195000,2020,rtx.com,https://jobs.rtx.com/,Raytheon Technologies,RTX,58.279998779296875
"Boston Properties, Inc.",Public company,Real estate investment trust,2960000000,,760,-1,,http://www.bostonproperties.com/pages/careers,Boston Properties,BXP,74.73999786376953
"HCA Healthcare, Inc.",Public,Health care,51336000000,,280000,-1,hcahealthcare.com,https://careers.hcahealthcare.com/en/pages/internships-at-hca-healthcare,HCA Healthcare,HCA,137.55999755859375
"J.B. Hunt Transport Services, Inc.",Public,,9165000000,,29056,-1,https://www.jbhunt.com,https://www.jbhunt.com/jobs/office/internships/,J.B. Hunt Transport Services,JBHT,125.95999908447266
"American International Group, Inc.",Public,"Financial services,Insurance",49746100000,"New York City, New York",0,-1,aig.com,https://www.aig.com/careers/students/student-careers-the-americas,American International Group,AIG,33.43000030517578
DXC Technology Company,Public,"IT service management,IT services,Information technology consulting,IT consulting",19580000000,,138000,-1,,https://jobs.dxc.technology/Students-and-New-Grads,DXC Technology,DXC,19.579999923706055
Honeywell International Inc.,Public,"Conglomerate,Conglomerate",36711000000,,113000,1906,honeywell.com,https://careers.honeywell.com/us/en,Honeywell International,HON,183.27999877929688
"Mondelez International, Inc.",Public,Food processing,25870000000,"Chicago, Illinois",80000,-1,mondelezinternational.com,https://careers.mondelezinternational.com/early-careers,Mondelez International,MDLZ,55.63999938964844
"Micron Technology, Inc.",Public,Semiconductor,21440000000,,0,-1,,https://jobs.micron.com/?locale=en_US,Micron Technology,MU,54.58000183105469
"Merck & Co., Inc.",Public,"Pharmaceutical industry,Pharmaceuticals",46840000000,,0,-1,,https://jobs.merck.com/us/en/student-opportunities,Merck & Co.,MRK,80.45999908447266
"Assurant, Inc.",Public,Insurance,10087000000,,14250,-1,,https://jobs.assurant.com/,Assurant,AIZ,127.36000061035156
"Akamai Technologies, Inc.",Public,"Internet,Cloud computing",2894000000,,7650,-1,akamai.com,https://www.akamai.com/us/en/about/careers/,Akamai Technologies,AKAM,102.70999908447266
Duke Realty Corporation,Public,Real estate,-1,,-1,1972,https://www.dukerealty.com,https://www.dukerealty.com/who-we-are/careers/,Duke Realty,DRE,40.59000015258789
Air Lease Corporation,Public,Aircraft lease,1500000000,,87,-1,,https://airleasecorp.com/,Air Lease,AL,30.770000457763672
"Align Technology, Inc.",Public,"Orthodontics,devices",1966000000,,11660,-1,,https://jobs.aligntech.com/careers,Align Technology,ALGN,491.9100036621094
"Quanta Services, Inc.",Public,,9466000000,,40000,-1,,https://www.quantaservices.com/careers/,Quanta Services,PWR,64.48999786376953
"Alaska Air Group, Inc.",Public,Transportation,8263999999,,23376,-1,alaskaair.com,https://careers.alaskaair.com/,Alaska Air Group,ALK,39.18000030517578
The Allstate Corporation,Public,Insurance,44675000000,,45780,-1,https://www.allstate.com,https://www.allstate.jobs/students/,Allstate,ALL,90.41000366210938
Ally Financial Inc.,Public company,Financial services,6394000000,"Ally Detroit Center Detroit, Michigan Sandy, Utah",8700,-1,,https://www.ally.com/about/careers/students.html,Ally Financial,ALLY,28.299999237060547
"salesforce.com, inc.",Public,"Cloud computing,Software",17100000000,,49000,-1,salesforce.com,https://www.salesforce.com/company/careers/university-recruiting/,Salesforce.com,CRM,260.2200012207031
Verizon Communications Inc.,Public,"Telecommunications industry,Telecommunications,Mass media",131860000000,,135300,1983,verizon.com,https://www.verizon.com/about/careers/college-students,Verizon Communications,VZ,58.150001525878906
Jacobs Engineering Group Inc.,Public,"Engineering,Architect,Construction",14980000000,,52000,-1,,https://www.jacobs.com/careers/early-careers,Jacobs Engineering,J,97.76000213623047
M&T Bank Corporation,Public company,Financial services,6455000000,,16840,-1,,https://www3.mtb.com/careers,M&T Bank,MTB,103.55999755859375
Markel,,,-1,,-1,-1,,https://www.markel.com/careers,Markel,NA,-1.0
TD Ameritrade Holding Corporation,Subsidiary,Financial services,5452000000,"Omaha, Nebraska",9183,-1,,https://jobs.tdameritrade.com/campus,TD Ameritrade Holding,NA,-1.0
"Arista Networks, Inc.",Public,Networking hardware,2410000000,,0,2004,arista.com,https://www.arista.com/en/careers/university,Arista Networks,ANET,257.0
"Advanced Micro Devices, Inc.",Public,"Semiconductor industry,Semiconductors",-1,,-1,-1,https://www.amd.com/,https://jobs.amd.com/,Advanced Micro Devices,AMD,83.0
"AMETEK, Inc.",Public,Manufacturer,5200000000,,18000,-1,,https://careers.ametek.com/,Ametek,AME,109.05000305175781
Morgan Stanley,Public,Financial services,41419000000,,60431,-1,,https://www.morganstanley.com/people-opportunities/students-graduates,Morgan Stanley,MS,52.20000076293945
"Prudential Financial, Inc.",Public,Financial services,64810000000,,50492,-1,,https://jobs.prudential.com/students/index.php,Prudential Financial,PRU,65.37000274658203
"Ameriprise Financial, Inc.",Public company,Financial services,12967000000,,2722,-1,,https://www.ameriprise.com/careers/students,Ameriprise Financial,AMP,172.69000244140625
American Tower Corporation,Public,Real estate investment trust,7440000000,,5454,-1,americantower.com,https://www.americantower.com/us/careers/university-relations.html,American Tower,AMT,239.9199981689453
US Bancorp,Public,"Banking,Financial services",-1,"US Bancorp Center Minneapolis, Minnesota United States U.S.",69651,-1,,https://www.usbank.com/careers/index.html,US Bancorp,USB,40.459999084472656
"AutoNation, Inc.",Public,Car dealership,21300000000,,26000,1996,https://www.autonation.com/,https://jobs.autonation.com/,AutoNation,AN,59.95000076293945
"American National Insurance Company, Inc",Public,"Insurance,Financial Services",-1,,4621,-1,,https://jobs.americannational.com/,American National Insurance,ANAT,72.25
Lennar Corporation,Public,Home construction,12646000000,"Miami, Florida",0,-1,,https://www.lennar.com/about/careers/college-recruitment,Lennar,LEN,78.72000122070312
KeyCorp,Public company,Financial services,6400000000,Cleveland,17999,1825,,https://www.key.com/about/careers.jsp,KeyCorp,KEY,13.15999984741211
HEICO Corporation,Public company,Aerospace,-1,,6000,-1,,https://careers.heicocompanies.com/en-US/page/internship,Heico,HEI,114.04000091552734
"Air Products and Chemicals, Inc",Public,"Industrial gas,chemicals",8918000000,,0,-1,,http://www.airproducts.com/Careers/career-paths/internship-and-coop.aspx,Air Products & Chemicals,APD,303.3399963378906
"L Brands, Inc.",Public,Retailing,12914000000,,59950,-1,,https://careers.lb.com/college-programs/,L Brands,LB,34.040000915527344
Amphenol Corporation,Public,electronics,7011000000,,74000,-1,amphenol.com,https://www.amphenol.com/about/careers,Amphenol,APH,119.45999908447266
"AvalonBay Communities, Inc.",Public company,Real estate investment trust,2324000000,,3122,-1,,https://jobs.avalonbay.com/,AvalonBay Communities,AVB,148.24000549316406
Union Pacific,,,-1,,-1,-1,up.com,https://up.jobs/students/,Union Pacific,NA,-1.0
Global Payments Inc.,Public,Payment processing,3980000000,,24000,-1,,https://www.globalpaymentsinc.com/en-us/about-us/careers,Global Payments,GPN,174.24000549316406
"EOG Resources, Inc.",Public company,Petroleum industry,17379000000,Heritage Plaza Houston,2900,-1,https://www.eogresources.com/,http://careers.eogresources.com/adhocjobsearch.asp,EOG Resources,EOG,35.599998474121094
